date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM,bib
2024-08-07T16:47:34+02:00,TKWM58KG--------------SFNL000100--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,FINISHED,M,Taekwondo,TKW,Grand Palais,1947736,JENDOUBI Mohamed Khalil,Person,TUN,Tunisia,0,POINTS,L,,201
2024-08-07T17:15:47+02:00,TKWM58KG--------------SFNL000200--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,FINISHED,M,Taekwondo,TKW,Grand Palais,1946883,MAGOMEDOV Gashim,Person,AZE,Azerbaijan,2,POINTS,W,,210
2024-08-07T17:15:47+02:00,TKWM58KG--------------SFNL000200--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,FINISHED,M,Taekwondo,TKW,Grand Palais,1929684,DELL AQUILA Vito,Person,ITA,Italy,0,POINTS,L,,203
2024-08-07T19:53:19+02:00,TKWM58KG--------------REP1000200--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,FINISHED,M,Taekwondo,TKW,Grand Palais,1893274,RAVET Cyrian,Person,FRA,France,2,POINTS,W,,204
2024-08-07T19:53:19+02:00,TKWM58KG--------------REP1000200--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,FINISHED,M,Taekwondo,TKW,Grand Palais,1925942,GRANADO Yohandri,Person,VEN,Venezuela,0,POINTS,L,,212
2024-08-07T20:19:04+02:00,TKWM58KG--------------REP1000300--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,FINISHED,M,Taekwondo,TKW,Grand Palais,1956647,WOOLLEY Jack,Person,IRL,Ireland,0,POINTS,L,,207
2024-08-07T20:19:04+02:00,TKWM58KG--------------REP1000300--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,FINISHED,M,Taekwondo,TKW,Grand Palais,1546697,VICENTE YUNTA Adrian,Person,ESP,Spain,2,POINTS,W,,202
2024-08-07T20:39:27+02:00,TKWM58KG--------------REPF000100--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,FINISHED,M,Taekwondo,TKW,Grand Palais,1929684,DELL AQUILA Vito,Person,ITA,Italy,,IRM_POINTS,L,WDR,203
2024-08-07T20:39:27+02:00,TKWM58KG--------------REPF000100--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,FINISHED,M,Taekwondo,TKW,Grand Palais,1893274,RAVET Cyrian,Person,FRA,France,,,W,,204
2024-08-07T21:20:04+02:00,TKWM58KG--------------REPF000200--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,FINISHED,M,Taekwondo,TKW,Grand Palais,1546697,VICENTE YUNTA Adrian,Person,ESP,Spain,0,POINTS,L,,202
2024-08-07T21:20:04+02:00,TKWM58KG--------------REPF000200--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,FINISHED,M,Taekwondo,TKW,Grand Palais,1947736,JENDOUBI Mohamed Khalil,Person,TUN,Tunisia,2,POINTS,W,,201
2024-08-07T22:07:30+02:00,TKWM58KG--------------FNL-000100--,TKWM58KG,Men -58kg,Men -58kg Gold Medal Contest,Gold Medal Contest,FINISHED,M,Taekwondo,TKW,Grand Palais,1904040,PARK Taejoon,Person,KOR,Korea,1,POINTS,W,,205
2024-08-07T22:07:30+02:00,TKWM58KG--------------FNL-000100--,TKWM58KG,Men -58kg,Men -58kg Gold Medal Contest,Gold Medal Contest,FINISHED,M,Taekwondo,TKW,Grand Palais,1946883,MAGOMEDOV Gashim,Person,AZE,Azerbaijan,0,IRM_POINTS,L,WDR,210
2024-08-08T09:07:54+02:00,TKWM68KG--------------R32-000100--,TKWM68KG,Men -68kg,Men -68kg Qualification Contest,Qualification Contest,FINISHED,M,Taekwondo,TKW,Grand Palais,1894590,AL GHOTANY Yahya,Person,EOR,EOR,0,POINTS,L,,416
