date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,start_order
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,35.250,POINTS,12
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1929613,TANIYEVA Elzhana,Person,KAZ,Kazakhstan,31.450,POINTS,13
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1935794,BAUTISTA Alba,Person,ESP,Spain,30.800,POINTS,14
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,32.500,POINTS,15
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,30.650,POINTS,16
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1540832,DRAGAN Annaliese,Person,ROU,Romania,25.450,POINTS,17
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1908246,ATAMANOV Daria,Person,ISR,Israel,32.100,POINTS,18
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1903509,KARBANOV Helene,Person,FRA,France,29.650,POINTS,19
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,32.300,POINTS,20
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1935795,BEREZINA Polina,Person,ESP,Spain,30.200,POINTS,21
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1953668,DOMINGOS Barbara,Person,BRA,Brazil,30.200,POINTS,22
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896203,KOLOSOV Margarita,Person,GER,Germany,30.150,POINTS,23
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,FINISHED,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,30.900,POINTS,24
